,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
8802,2017052239816,13-Apr-17,3/15/2017 7:30,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
8804,2017060140111,13-Apr-17,4/7/2017 5:45,LAX,Los Angeles International Airport,UAL,Property Damage,Checkpoint,Personal Electronics,$171.98,Approve in Full
8806,2018010446510,13-Dec-17,11/19/2017 18:30,LAX,Los Angeles International Airport,British Airways,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
8808,2018010946597,13-Dec-17,12/1/2017 19:30,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8810,2017041938680,13-Feb-17,1/19/2017 0:00,LAX,Los Angeles International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8812,2017022437690,13-Jan-17,1/7/2017 0:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,*Insufficient
8814,2017081042141,13-Jul-17,6/17/2017 10:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Cameras; Toys & Games,-,In Review
8816,2017071341540,13-Jul-17,5/2/2017 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,$29.40,Approve in Full
8818,2017062140811,13-Jun-17,6/3/2017 16:23,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
8820,2017062941074,13-Jun-17,6/2/2017 0:00,LAX,Los Angeles International Airport,Virgin America,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
8822,2017062941076,13-Jun-17,5/23/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,-,In Review
8824,2017061340537,13-Jun-17,5/10/2017 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,-,Closed: Canceled
8826,2017050339196,13-Mar-17,2/15/2017 5:30,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$45.00,Approve in Full
8828,2017061540711,13-May-17,5/5/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras,-,In Review
8830,2017101344362,13-Oct-17,9/12/2017 19:50,LAX,Los Angeles International Airport,British Airways,Passenger Property Loss,Checked Baggage,Audio/Video,-,In Review
8832,2017110244976,13-Oct-17,10/6/2017 12:10,LAX,Los Angeles International Airport,Asiana Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8834,2017112145276,13-Oct-17,9/29/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
8836,2017101244345,13-Sep-17,8/24/2017 19:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Medical/Science,-,In Review
8838,2017101844530,13-Sep-17,8/24/2017 0:00,LAX,Los Angeles International Airport,XL Airways,Passenger Property Loss,Checked Baggage,Cameras,-,In Review
8840,2017052639999,14-Apr-17,4/9/2017 22:00,LAX,Los Angeles International Airport,-,Property Damage,Checked Baggage,Household Items,-,In Review
8842,2017061340585,14-Apr-17,4/7/2017 0:00,LAX,Los Angeles International Airport,Virgin America,Property Damage,Checked Baggage,Audio/Video,-,In Review
8844,2017051939795,14-Apr-17,3/9/2017 13:30,LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Currency,$75.00,Approve in Full
8846,2017092143433,14-Aug-17,7/9/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
8848,2017092043268,14-Aug-17,6/17/2017 12:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8850,2017092143462,14-Aug-17,7/29/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8852,2018010946573,14-Dec-17,7/25/2017 0:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8854,2018010346409,14-Dec-17,10/30/2017 0:00,LAX,Los Angeles International Airport,-,-,-,-,-,*Insufficient
8856,2018010946654,14-Dec-17,9/20/2017 13:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Cameras,-,*Insufficient
8858,2017042738985,14-Feb-17,2/14/2017 8:20,LAX,Los Angeles International Airport,Virgin America,Property Damage,Checkpoint,Computer & Accessories,-,In Review
8860,2017021437521,14-Feb-17,1/30/2017 0:00,LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00,Deny
8862,2017082342388,14-Jul-17,6/6/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,-,In Review
8864,2017082342399,14-Jul-17,6/16/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
8866,2017082342409,14-Jul-17,6/23/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
8868,2017071441584,14-Jul-17,4/24/2017 0:00,LAX,Los Angeles International Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Computer & Accessories,$0.00,Deny
8870,2017071141358,14-Jun-17,6/9/2017 0:00,LAX,Los Angeles International Airport,Air Canada,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
8872,2017072541824,14-Jun-17,3/30/2017 17:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
8874,2017061440671,14-Jun-17,4/21/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,Closed: Canceled
8876,2017111445135,14-Nov-17,10/6/2017 15:00,LAX,Los Angeles International Airport,-,Passenger Property Loss,Checked Baggage,Other,-,*Insufficient
8878,2017121245870,14-Nov-17,10/25/2017 16:30,LAX,Los Angeles International Airport,Air France,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
8880,2017092043288,15-Aug-17,7/9/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Cameras,-,In Review
8882,2017092743600,15-Aug-17,8/1/2017 13:00,LAX,Los Angeles International Airport,Westjet Airlines Ltd,Property Damage,Checked Baggage,Household Items,-,In Review
8884,2017050939333,15-Dec-17,5/9/2017 0:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,-,-,In Review
8886,2017041838651,15-Feb-17,2/2/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,In Review
8888,2017041338561,15-Feb-17,2/4/2017 0:00,LAX,Los Angeles International Airport,Aero Mexico,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Electronics,-,*Insufficient
8890,2017052239820,15-Mar-17,1/20/2017 0:00,LAX,Los Angeles International Airport,Air France,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
8892,2017052439917,15-Mar-17,2/1/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
8894,2017061440599,15-May-17,4/27/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
8896,2017112945605,15-Nov-17,10/27/2017 11:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
8898,2017112845539,15-Nov-17,10/26/2017 13:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras; Other,-,In Review
8900,2017112945618,15-Nov-17,5/10/2017 0:00,LAX,Los Angeles International Airport,British Airways,Property Damage,Checkpoint,Computer & Accessories,-,In Review
8902,2017120145698,15-Nov-17,10/20/2017 11:25,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Personal Accessories,-,In Review
8904,2017101144200,15-Sep-17,9/1/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,-,-,In Review
8906,2017101244337,15-Sep-17,8/31/2017 0:00,LAX,Los Angeles International Airport,Virgin America,Property Damage,Checkpoint,-,-,In Review
8908,2017092743601,16-Aug-17,8/9/2017 0:00,LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
8910,2017081642260,16-Aug-17,6/29/2017 15:52,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
8912,2017092143475,16-Aug-17,8/10/2017 0:00,LAX,Los Angeles International Airport,China Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
8914,2017092743611,16-Aug-17,8/1/2017 10:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Jewelry & Watches,-,In Review
8916,2017041738616,16-Feb-17,2/1/2017 11:30,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
8918,2017042038728,16-Feb-17,1/23/2017 7:50,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$0.00,Deny
8920,2017062640998,16-Jun-17,6/10/2017 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
8922,2017041838659,16-Mar-17,3/4/2017 8:00,LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Clothing; Personal Accessories; Sporting Equipment & Supplies,-,In Review
8924,2017050139128,16-Mar-17,1/27/2017 11:20,LAX,Los Angeles International Airport,UAL,Property Damage,Checkpoint,Travel Accessories,-,In Review
8926,2017061540714,16-May-17,4/21/2017 21:45,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras,-,In Review
8928,2017070541198,16-May-17,4/24/2017 19:10,LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Travel Accessories,-,*Insufficient
8930,2017061940762,16-May-17,4/3/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,$34.94,Approve in Full
8932,2017110745043,16-Oct-17,8/12/2017 12:18,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
8934,2017111445170,16-Oct-17,10/16/2017 0:00,LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checkpoint,Clothing; Personal Accessories,-,In Review
8936,2017111445174,16-Oct-17,10/8/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys & Games,-,In Review
8938,2017111445180,16-Oct-17,8/25/2017 9:00,LAX,Los Angeles International Airport,Singapore Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8940,2017052539961,17-Apr-17,4/14/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
8942,2017081742309,17-Aug-17,6/22/2017 0:00,LAX,Los Angeles International Airport,Alitalia,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
8944,2017091843190,17-Aug-17,8/13/2017 0:00,LAX,Los Angeles International Airport,Westjet Airlines Ltd,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
8946,2017092743635,17-Aug-17,6/13/2017 5:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
8948,2017092843644,17-Aug-17,5/19/2017 0:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8950,2017092843712,17-Aug-17,5/7/2017 0:00,LAX,Los Angeles International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
8952,2017022837742,17-Jan-17,1/3/2017 0:00,LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,In Review
8954,2017022737730,17-Jan-17,1/14/2017 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Musical Instruments & Accessories,$295.00,Approve in Full
8956,2017090142715,17-Jul-17,7/8/2017 21:25,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Home Decor,-,In Review
8958,2017083142592,17-Jul-17,6/18/2017 18:00,LAX,Los Angeles International Airport,Jet Blue,Property Damage,Checkpoint,Personal Electronics,-,In Review
8960,2017090142691,17-Jul-17,7/10/2017 14:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
8962,2017091142880,17-Jul-17,5/29/2017 8:45,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8964,2017071141393,17-Jun-17,6/8/2017 0:00,LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00,Deny
8966,2017031738042,17-Mar-17,1/5/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing,-,In Review
8968,2017061340553,17-May-17,5/2/2017 16:00,LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
8970,2017060940418,17-May-17,5/11/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
8972,2017112945621,17-Nov-17,11/3/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8974,2017102344619,17-Oct-17,10/11/2017 13:30,LAX,Los Angeles International Airport,-,Passenger Property Loss,Checkpoint,Clothing,-,In Review
8976,2017052339866,18-Apr-17,2/18/2017 15:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
8978,2017062040793,18-Apr-17,4/9/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
8980,2017052339908,18-Apr-17,3/29/2017 0:35,LAX,Los Angeles International Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Currency,$29.63,Settle
8982,2017092743550,18-Aug-17,7/22/2017 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,In Review
8984,2017121846027,18-Dec-17,8/20/2017 16:10,LAX,Los Angeles International Airport,Lufthansa,Property Damage,Checkpoint,Computer & Accessories,-,In Review
8986,2017022837766,18-Jan-17,1/16/2017 5:30,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
8988,2017030137783,18-Jan-17,1/11/2017 7:00,LAX,Los Angeles International Airport,British Airways,Property Damage,Checked Baggage,Travel Accessories,-,In Review
8990,2017030937908,18-Jan-17,1/2/2017 20:55,LAX,Los Angeles International Airport,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
8992,2017061240458,18-May-17,4/15/2017 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Currency,-,In Review
8994,2017071141351,18-May-17,5/13/2017 11:30,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
8996,2017112445380,18-Oct-17,10/16/2017 0:00,LAX,Los Angeles International Airport,Norwegian Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
8998,2017111445137,18-Oct-17,9/24/2017 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checkpoint,Other,-,In Review
9000,2017101244301,18-Sep-17,9/10/2017 0:00,LAX,Los Angeles International Airport,Avianca,Property Damage,Checked Baggage,-,-,In Review
9002,2017101744473,18-Sep-17,9/17/2017 0:00,LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checkpoint,Food & Drink,-,In Review
9004,2017052339861,19-Apr-17,4/4/2017 0:00,LAX,Los Angeles International Airport,Air China,Property Damage,Checkpoint,Personal Electronics,-,In Review
9006,2017061440635,19-Apr-17,4/7/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Other,-,In Review
9008,2017121946088,19-Dec-17,11/28/2017 0:00,LAX,Los Angeles International Airport,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
9010,2018010946623,19-Dec-17,12/4/2017 23:45,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
9012,2018010946657,19-Dec-17,12/14/2017 0:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Home Decor,-,In Review
9014,2017082842515,19-Jul-17,7/18/2017 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
